fileName,id,name,x,y,z,
building/era_a/res_1_3x4_03.con, 35239, no name, -2860.131, -3877.603, 4.509,
building/era_a/res_2_1x2_02.con, 35078, no name, -2830.646, -3915.121, 4.446,
building/era_a/res_2_1x2_01.con, 35032, no name, -2825.834, -3921.476, 4.637,
building/era_a/res_1_4x4_01.con, 34981, no name, -2845.196, -3870.592, 4.478,
building/era_a/res_2_3x4_01.con, 34886, no name, -2806.821, -3947.069, 4.997,
building/era_a/res_2_2x3_02.con, 34828, no name, -2818.657, -3931.038, 4.915,
building/era_a/res_1_1x1_02.con, 23474, no name, -2854.908, -3929.209, 5.050,
building/era_a/res_2_3x4_03.con, 34879, no name, -2792.807, -3966.447, 5.565,
building/era_a/res_2_1x2_01.con, 34872, no name, -2771.159, -3975.625, 5.610,
building/era_a/res_2_2x2_01.con, 34866, no name, -2760.385, -3968.272, 5.545,
building/era_a/res_2_2x3_01.con, 5669, no name, -2745.776, -3958.841, 5.048,
building/era_a/res_2_2x2_02.con, 35904, no name, -2750.530, -3840.971, 3.219,
building/era_a/res_2_1x2_01.con, 35892, no name, -2813.061, -3911.840, 4.637,
building/era_a/res_2_1x2_01.con, 35887, no name, -2817.908, -3905.438, 4.446,
building/era_a/res_2_1x1_02.con, 35873, no name, -2696.290, -3912.692, 3.016,
building/era_a/res_2_1x2_01.con, 35868, no name, -2688.716, -3908.460, 2.880,
building/era_a/res_2_1x2_01.con, 35858, no name, -2728.844, -3859.047, 3.202,
building/era_a/res_2_1x1_01.con, 35856, no name, -2710.008, -3874.656, 3.041,
building/era_a/res_2_2x2_02.con, 35852, no name, -2719.431, -3866.858, 3.144,
building/era_a/res_2_1x1_02.con, 35851, no name, -2703.722, -3879.851, 2.966,
building/era_a/res_2_1x2_02.con, 35846, no name, -2697.435, -3885.043, 2.894,
building/era_a/res_2_1x1_02.con, 35842, no name, -2702.335, -3865.429, 3.041,
building/era_a/res_2_1x1_02.con, 35815, no name, -2779.020, -3909.348, 4.615,
building/era_a/res_2_1x1_01.con, 35811, no name, -2773.836, -3903.152, 4.440,
building/era_a/res_2_1x2_02.con, 35803, no name, -2768.652, -3896.956, 4.218,
building/era_a/res_2_2x2_02.con, 35798, no name, -2760.876, -3887.660, 3.882,
building/era_a/res_2_2x2_01.con, 35792, no name, -2759.723, -3867.574, 3.508,
building/era_a/res_2_2x2_01.con, 35788, no name, -2785.637, -3898.556, 4.534,
building/era_a/res_2_3x3_01.con, 35782, no name, -2772.679, -3883.067, 3.986,
building/era_a/res_2_1x2_02.con, 35163, no name, -2708.615, -3860.233, 3.109,
building/era_a/res_2_1x2_01.con, 35098, no name, -2789.178, -3944.111, 5.193,
building/era_a/res_2_1x2_02.con, 35093, no name, -2793.907, -3937.622, 4.997,
building/era_a/res_2_1x1_02.con, 35092, no name, -2784.205, -3915.544, 4.759,
building/era_a/res_2_3x4_02.con, 34974, no name, -2827.686, -3892.683, 4.387,
building/era_a/res_2_3x3_01.con, 34814, no name, -2711.975, -3939.146, 3.452,
building/era_a/res_2_3x4_03.con, 34764, no name, -2711.369, -3920.694, 3.258,
building/era_a/res_2_3x4_02.con, 34716, no name, -2732.703, -3932.377, 3.991,
building/era_a/res_2_3x4_02.con, 34706, no name, -2753.573, -3944.861, 5.011,
building/era_a/res_2_2x2_01.con, 34701, no name, -2718.027, -3852.432, 3.193,
building/era_a/res_2_2x2_02.con, 24353, no name, -2750.511, -3875.264, 3.508,
building/era_a/res_2_2x3_01.con, 23492, no name, -2730.911, -3949.821, 4.299,
building/era_a/res_2_2x2_01.con, 21040, no name, -2770.599, -3955.853, 5.568,
building/era_a/com_1_1x2_01.con, 49439, no name, -2647.973, -3867.991, 2.601,
building/era_a/ind_1_1x2_02.con, 43043, no name, -2630.377, -3864.771, 2.575,
building/era_a/com_1_1x2_01.con, 36022, no name, -2598.045, -3847.100, 2.635,
building/era_a/com_1_1x2_01.con, 35260, no name, -2604.759, -3851.613, 2.620,
building/era_a/com_1_2x3_01.con, 35227, no name, -2581.913, -3855.638, 2.641,
building/era_a/com_1_1x2_01.con, 35226, no name, -2570.877, -3848.639, 2.645,
building/era_a/ind_1_1x2_02.con, 35219, no name, -2635.184, -3858.377, 2.601,
building/era_a/com_1_1x2_02.con, 35176, no name, -2611.424, -3856.196, 2.600,
building/era_a/ind_1_2x3_02.con, 35164, no name, -2642.395, -3848.785, 2.689,
building/era_a/ind_1_3x4_02.con, 35154, no name, -2662.395, -3848.807, 2.802,
building/era_a/com_2_1x2_01.con, 34855, no name, -2628.397, -3894.473, 2.538,
building/era_a/com_2_2x2_01.con, 34770, no name, -2621.186, -3905.210, 2.351,
building/era_a/com_2_3x4_03.con, 34753, no name, -2610.120, -3923.710, 1.719,
building/era_a/com_2_3x4_01.con, 34749, no name, -2598.339, -3946.745, 1.157,
building/era_a/ind_1_2x3_01.con, 34698, no name, -2674.412, -3832.821, 2.988,
building/era_a/com_2_1x2_02.con, 34669, no name, -2563.269, -3936.999, 1.116,
building/era_a/com_2_2x2_01.con, 34667, no name, -2585.033, -3937.382, 1.169,
building/era_a/com_2_3x4_01.con, 34657, no name, -2594.365, -3919.135, 1.613,
building/era_a/com_2_4x4_03.con, 34651, no name, -2609.058, -3894.499, 2.413,
building/era_a/com_1_1x1_01.con, 9463, no name, -2564.108, -3954.868, 1.123,
building/era_a/res_1_1x2_01.con, 42716, no name, -2652.781, -3861.596, 2.655,
building/era_a/res_1_1x1_01.con, 35945, no name, -2643.166, -3874.386, 2.575,
building/era_a/res_2_1x2_02.con, 35161, no name, -2659.170, -3890.276, 2.723,
building/era_a/res_1_1x2_01.con, 35128, no name, -2647.960, -3902.034, 2.702,
building/era_a/res_1_1x2_01.con, 35127, no name, -2654.748, -3906.513, 2.749,
building/era_a/res_2_4x4_01.con, 34811, no name, -2672.003, -3917.261, 2.768,
building/era_a/res_2_2x3_01.con, 34805, no name, -2693.247, -3929.258, 3.110,
building/era_a/res_1_2x3_01.con, 60035, no name, -2924.571, -3825.435, 5.436,
building/era_a/res_1_1x2_01.con, 58416, no name, -2917.557, -3815.701, 5.345,
building/era_a/res_1_1x1_01.con, 57111, no name, -2891.063, -3785.642, 4.702,
building/era_a/res_1_1x1_01.con, 57110, no name, -2907.367, -3803.360, 5.155,
building/era_a/res_1_1x1_02.con, 56972, no name, -2896.567, -3791.500, 4.876,
building/era_a/res_1_1x1_01.con, 56696, no name, -2902.018, -3797.391, 5.026,
building/era_a/res_1_1x2_02.con, 56409, no name, -2833.664, -3790.214, 3.699,
building/era_a/res_1_1x1_02.con, 56370, no name, -2864.767, -3800.035, 4.290,
building/era_a/res_1_1x1_02.con, 56048, no name, -2841.161, -3774.524, 3.620,
building/era_a/res_1_2x2_02.con, 55853, no name, -2871.642, -3764.283, 3.907,
building/era_a/res_1_1x1_01.con, 55731, no name, -2858.726, -3793.788, 4.081,
building/era_a/res_1_1x1_02.con, 55629, no name, -2819.400, -3747.458, 3.235,
building/era_a/res_1_1x2_02.con, 55523, no name, -2930.645, -3835.792, 5.473,
building/era_a/res_1_1x1_01.con, 55446, no name, -2846.922, -3781.031, 3.720,
building/era_a/res_1_1x1_02.con, 55339, no name, -2889.826, -3824.115, 4.750,
building/era_a/res_1_1x1_02.con, 55228, no name, -2912.564, -3809.450, 5.261,
building/era_a/res_1_1x1_01.con, 55132, no name, -2883.429, -3818.234, 4.726,
building/era_a/res_1_3x4_02.con, 49217, no name, -2848.098, -3733.337, 2.595,
building/era_a/res_1_1x2_02.con, 47388, no name, -2885.513, -3779.732, 4.505,
building/era_a/res_1_1x2_02.con, 47314, no name, -2814.379, -3740.492, 2.863,
building/era_a/res_1_1x1_01.con, 46969, no name, -2896.313, -3829.920, 4.750,
building/era_a/res_1_1x2_01.con, 46637, no name, -2879.937, -3773.689, 4.283,
building/era_a/res_1_3x4_02.con, 43590, no name, -2844.629, -3802.176, 3.995,
building/era_a/res_1_1x2_02.con, 43225, no name, -2828.302, -3784.125, 3.612,
building/era_a/res_1_1x1_01.con, 42801, no name, -2877.120, -3812.259, 4.638,
building/era_a/res_1_2x3_02.con, 37252, no name, -2860.797, -3750.815, 2.775,
building/era_a/res_1_1x1_02.con, 35919, no name, -2824.574, -3754.380, 3.491,
building/era_a/res_1_4x4_04.con, 35325, no name, -2865.839, -3845.857, 4.711,
building/era_a/res_1_1x1_01.con, 34818, no name, -2852.777, -3787.453, 3.883,
building/era_a/res_1_1x1_01.con, 27805, no name, -2870.898, -3806.192, 4.485,
building/era_a/res_1_2x3_02.con, 60221, no name, -2836.320, -3715.225, 1.486,
building/era_a/res_1_2x3_02.con, 55459, no name, -2827.625, -3700.281, 0.920,
building/era_a/ind_1_3x4_01.con, 46616, no name, -2745.002, -3754.126, 2.709,
building/era_a/ind_1_2x2_01.con, 36007, no name, -2710.841, -3787.058, 3.015,
building/era_a/ind_1_1x2_01.con, 35120, no name, -2719.353, -3728.246, 2.463,
building/era_a/ind_2_1x2_02.con, 35113, no name, -2714.419, -3721.862, 2.285,
building/era_a/ind_1_1x2_01.con, 34893, no name, -2722.689, -3752.494, 2.747,
building/era_a/ind_1_3x4_04.con, 34720, no name, -2725.847, -3771.555, 2.826,
building/era_a/ind_2_4x4_01.con, 6621, no name, -2707.996, -3766.750, 2.917,
building/era_a/res_1_1x2_01.con, 57138, no name, -2808.778, -3709.709, 1.169,
building/era_a/res_1_1x2_01.con, 56049, no name, -2801.983, -3750.667, 2.913,
building/era_a/res_1_1x2_01.con, 55473, no name, -2812.290, -3764.657, 3.510,
building/era_a/res_1_1x2_02.con, 55396, no name, -2796.974, -3743.574, 2.512,
building/era_a/res_1_2x2_02.con, 55125, no name, -2775.834, -3730.410, 2.011,
building/era_a/res_1_2x2_02.con, 55104, no name, -2750.871, -3728.837, 2.620,
building/era_a/res_1_1x2_01.con, 48068, no name, -2728.771, -3747.008, 2.716,
building/era_a/res_1_1x2_01.con, 43048, no name, -2802.745, -3797.410, 3.521,
building/era_a/res_2_1x2_02.con, 36058, no name, -2745.914, -3829.194, 3.229,
building/era_a/res_2_2x2_01.con, 35940, no name, -2684.027, -3820.031, 3.050,
building/era_a/res_2_1x2_01.con, 35922, no name, -2752.057, -3824.069, 3.253,
building/era_a/res_1_2x2_01.con, 35915, no name, -2798.129, -3785.633, 3.539,
building/era_a/res_2_3x3_01.con, 35909, no name, -2782.771, -3798.445, 3.450,
building/era_a/res_2_3x4_02.con, 35906, no name, -2790.459, -3807.660, 3.450,
building/era_a/res_2_4x4_04.con, 35896, no name, -2768.959, -3825.597, 3.306,
building/era_a/res_2_1x2_02.con, 35882, no name, -2711.398, -3828.406, 3.151,
building/era_a/res_2_2x2_02.con, 35877, no name, -2717.985, -3817.568, 3.134,
building/era_a/res_1_1x2_02.con, 34824, no name, -2807.075, -3757.706, 3.276,
building/era_a/res_1_1x1_02.con, 33608, no name, -2809.463, -3733.515, 2.463,
building/era_a/res_2_1x2_01.con, 33076, no name, -2739.771, -3834.319, 3.215,
building/era_a/res_1_1x2_02.con, 24888, no name, -2808.888, -3792.285, 3.553,
building/era_a/res_1_2x3_02.con, 21135, no name, -2761.848, -3740.587, 2.585,
building/era_a/res_2_3x3_01.con, 9903, no name, -2764.343, -3813.820, 3.321,
building/era_a/ind_1_2x3_02.con, 35090, no name, -2707.111, -3712.214, 1.976,
building/era_a/ind_2_2x2_02.con, 58586, no name, -2564.654, -3728.218, 1.727,
building/era_a/ind_2_1x2_01.con, 55450, no name, -2608.022, -3771.383, 1.816,
building/era_a/ind_2_1x2_01.con, 55029, no name, -2614.689, -3775.805, 1.821,
building/era_a/com_1_1x1_02.con, 54554, no name, -2617.053, -3804.902, 2.030,
building/era_a/com_1_1x1_02.con, 48425, no name, -2607.963, -3818.718, 2.317,
building/era_a/ind_2_3x4_04.con, 47747, no name, -2594.688, -3762.539, 1.797,
building/era_a/com_1_1x2_02.con, 45216, no name, -2607.045, -3798.281, 2.030,
building/era_a/ind_2_4x4_01.con, 45027, no name, -2571.355, -3747.062, 1.752,
building/era_a/com_1_3x4_03.con, 42987, no name, -2581.321, -3739.273, 1.759,
building/era_a/com_1_1x1_02.con, 41289, no name, -2612.507, -3811.809, 2.170,
building/era_a/com_1_1x2_01.con, 41279, no name, -2602.496, -3805.191, 2.170,
building/era_a/ind_2_1x2_02.con, 37160, no name, -2621.322, -3765.805, 1.821,
building/era_a/com_1_3x4_01.con, 36760, no name, -2601.321, -3752.539, 1.797,
building/era_a/ind_2_1x1_01.con, 36088, no name, -2650.662, -3784.223, 2.175,
building/era_a/ind_2_1x2_01.con, 36085, no name, -2642.882, -3779.669, 1.917,
building/era_a/ind_2_1x2_01.con, 36082, no name, -2636.185, -3789.645, 1.904,
building/era_a/ind_2_1x1_01.con, 36069, no name, -2672.865, -3715.885, 1.573,
building/era_a/ind_2_2x2_01.con, 36031, no name, -2658.551, -3740.013, 1.705,
building/era_a/ind_2_1x2_01.con, 36028, no name, -2652.319, -3750.295, 1.757,
building/era_a/ind_2_1x2_02.con, 36025, no name, -2648.118, -3757.122, 1.786,
building/era_a/ind_2_2x3_01.con, 36016, no name, -2648.516, -3733.415, 1.705,
building/era_a/com_1_1x2_01.con, 35218, no name, -2603.421, -3825.627, 2.454,
building/era_a/com_1_3x4_03.con, 35178, no name, -2570.727, -3829.767, 2.658,
building/era_a/ind_2_1x2_02.con, 35112, no name, -2668.793, -3722.789, 1.608,
building/era_a/ind_1_4x4_01.con, 34900, no name, -2656.816, -3829.601, 2.916,
building/era_a/ind_2_3x4_01.con, 34894, no name, -2688.791, -3788.012, 3.069,
building/era_a/ind_2_2x2_02.con, 23808, no name, -2640.249, -3747.037, 1.773,
building/era_a/ind_2_1x2_01.con, 8839, no name, -2664.709, -3729.687, 1.646,
building/era_a/ind_2_1x2_02.con, 8047, no name, -2614.655, -3761.383, 1.816,
building/era_a/res_1_1x1_01.con, 36033, no name, -2668.833, -3813.614, 3.043,
building/era_a/ind_1_3x4_01.con, 47680, no name, -2694.625, -3667.072, 1.505,
building/era_a/ind_1_1x2_02.con, 43588, no name, -2724.954, -3709.291, 2.195,
building/era_a/ind_1_4x4_01.con, 43279, no name, -2711.938, -3691.775, 1.655,
building/era_a/ind_1_1x2_02.con, 42818, no name, -2730.270, -3716.216, 2.401,
building/era_a/ind_1_4x4_03.con, 38821, no name, -2679.221, -3643.888, 1.765,
building/era_a/ind_2_1x1_02.con, 36079, no name, -2699.937, -3702.465, 1.689,
building/era_a/ind_2_1x1_01.con, 36076, no name, -2695.218, -3695.920, 1.565,
building/era_a/res_1_2x3_02.con, 58528, no name, -2805.524, -3693.177, 0.920,
building/era_a/res_1_3x4_01.con, 55195, no name, -2787.883, -3703.447, 1.873,
building/era_a/res_1_3x4_01.con, 34502, no name, -2767.374, -3716.829, 2.018,
building/era_a/ind_1_4x4_02.con, 119447, no name, -2662.221, -3617.001, 2.274,
building/era_a/ind_1_3x4_01.con, 118648, no name, -2588.886, -3629.333, 2.413,
building/era_a/ind_1_1x1_01.con, 111139, no name, -2642.319, -3615.077, 2.355,
building/era_a/ind_1_1x2_01.con, 108020, no name, -2601.647, -3619.037, 2.392,
building/era_a/ind_1_1x2_01.con, 100617, no name, -2621.807, -3624.006, 2.378,
building/era_a/ind_1_1x2_02.con, 82880, no name, -2608.195, -3614.106, 2.383,
building/era_a/ind_1_2x2_01.con, 59528, no name, -2573.014, -3666.402, 2.402,
building/era_a/ind_1_3x4_01.con, 57389, no name, -2594.750, -3645.391, 2.419,
building/era_a/ind_1_2x2_02.con, 55477, no name, -2611.401, -3631.691, 2.393,
building/era_a/ind_1_2x2_02.con, 47938, no name, -2648.596, -3625.389, 2.274,
building/era_a/ind_1_3x4_04.con, 38413, no name, -2558.472, -3683.281, 2.088,
building/era_a/ind_2_1x1_02.con, 36072, no name, -2676.933, -3708.979, 1.545,
building/era_a/ind_2_1x2_01.con, 36066, no name, -2670.831, -3695.703, 1.521,
building/era_a/ind_2_1x2_02.con, 36014, no name, -2666.784, -3702.565, 1.542,
building/era_a/ind_2_3x4_03.con, 36011, no name, -2658.693, -3716.292, 1.608,
building/era_a/ind_1_4x4_01.con, 35898, no name, -2661.438, -3645.836, 1.921,
building/era_a/ind_1_2x2_01.con, 35084, no name, -2674.646, -3666.050, 1.562,
building/era_a/com_1_3x4_03.con, 45545, no name, -2516.557, -3881.045, 1.538,
building/era_a/com_1_3x3_01.con, 42858, no name, -2504.441, -3903.642, 1.093,
building/era_a/com_1_1x1_02.con, 35413, no name, -2526.514, -3896.165, 1.334,
building/era_a/com_1_1x1_02.con, 35349, no name, -2530.551, -3888.802, 1.538,
building/era_a/com_1_2x3_02.con, 35344, no name, -2536.726, -3877.823, 1.891,
building/era_a/com_1_1x1_02.con, 35146, no name, -2520.247, -3934.666, 1.074,
building/era_a/com_1_1x1_02.con, 35138, no name, -2520.042, -3916.778, 1.071,
building/era_a/com_1_1x1_02.con, 35102, no name, -2527.506, -3938.141, 1.080,
building/era_a/com_1_1x2_01.con, 34952, no name, -2563.457, -3844.072, 2.656,
building/era_a/com_1_1x2_01.con, 34924, no name, -2527.197, -3920.254, 1.074,
building/era_a/com_2_1x2_01.con, 34922, no name, -2556.015, -3933.735, 1.108,
building/era_a/com_1_3x4_01.con, 34918, no name, -2541.566, -3927.080, 1.089,
building/era_a/com_1_3x4_03.con, 24390, no name, -2529.299, -3858.797, 2.239,
building/era_a/com_1_2x2_02.con, 24212, no name, -2538.432, -3943.278, 1.094,
building/era_a/com_1_2x3_02.con, 9422, no name, -2553.073, -3949.969, 1.113,
building/era_a/com_1_2x2_01.con, 9126, no name, -2545.208, -3863.328, 2.347,
building/era_a/ind_1_4x4_01.con, 119190, no name, -2427.720, -3747.776, 1.177,
building/era_a/com_1_3x4_01.con, 66202, no name, -2453.149, -3760.450, 1.504,
building/era_a/com_1_2x2_01.con, 60079, no name, -2495.121, -3747.090, 1.670,
building/era_a/com_1_1x1_01.con, 58182, no name, -2502.249, -3765.779, 1.659,
building/era_a/ind_1_1x2_02.con, 57081, no name, -2523.724, -3732.190, 1.695,
building/era_a/ind_2_1x2_01.con, 56775, no name, -2554.654, -3721.585, 1.711,
building/era_a/com_1_1x1_01.con, 56680, no name, -2506.499, -3759.033, 1.666,
building/era_a/ind_1_3x3_02.con, 56408, no name, -2515.067, -3745.583, 1.682,
building/era_a/ind_1_1x2_02.con, 56222, no name, -2528.087, -3725.516, 1.699,
building/era_a/com_1_2x3_02.con, 55406, no name, -2512.211, -3795.063, 1.904,
building/era_a/com_1_3x4_02.con, 48508, no name, -2529.344, -3805.308, 2.322,
building/era_a/ind_2_1x2_01.con, 48315, no name, -2548.021, -3731.585, 1.711,
building/era_a/com_1_1x2_02.con, 48312, no name, -2488.697, -3757.274, 1.659,
building/era_a/com_1_3x4_04.con, 44891, no name, -2510.317, -3723.458, 1.695,
building/era_a/com_1_1x1_01.con, 43083, no name, -2495.127, -3784.735, 1.665,
building/era_a/com_1_3x4_02.con, 38459, no name, -2472.831, -3789.919, 1.650,
building/era_a/com_1_1x1_02.con, 37701, no name, -2542.659, -3836.913, 2.648,
building/era_a/com_1_1x2_01.con, 37696, no name, -2538.138, -3844.166, 2.578,
building/era_a/com_1_3x4_02.con, 37573, no name, -2549.966, -3817.501, 2.649,
building/era_a/com_1_1x1_01.con, 36084, no name, -2528.055, -3823.150, 2.482,
building/era_a/com_1_1x2_01.con, 35836, no name, -2501.955, -3788.875, 1.730,
building/era_a/ind_2_1x2_02.con, 34821, no name, -2554.688, -3736.007, 1.721,
building/era_a/com_1_1x2_02.con, 34500, no name, -2501.601, -3736.941, 1.682,
building/era_a/com_1_4x4_04.con, 32767, no name, -2497.102, -3804.639, 1.780,
building/era_a/com_1_2x2_01.con, 26738, no name, -2517.719, -3817.009, 2.234,
building/era_a/com_1_3x4_03.con, 40685, no name, -2426.998, -3765.164, 1.257,
building/era_a/ind_1_1x2_02.con, 69786, no name, -2559.139, -3657.917, 2.366,
building/era_a/ind_1_4x4_02.con, 61738, no name, -2545.735, -3673.543, 2.077,
building/era_a/ind_1_1x2_01.con, 61624, no name, -2533.146, -3689.829, 1.784,
building/era_a/ind_1_1x1_01.con, 58820, no name, -2547.508, -3697.329, 1.808,
building/era_a/ind_1_3x4_03.con, 55913, no name, -2523.646, -3703.278, 1.700,
building/era_a/ind_1_1x1_01.con, 47519, no name, -2542.260, -3704.530, 1.727,
building/era_a/ind_1_3x4_02.con, 21309, no name, -2570.552, -3645.906, 2.431,
depot/road_depot_era_a.con, 56526, Bangkok Road depot, -2585.476, -3432.218, 1.438,
industry/construction_material.con, 7488, Bangkok Construction materials plant, -2200.000, -3140.000, 2.600,
station/street/modular_terminal.con, 47356, Bangkok Branch, -2114.582, -3087.325, 2.600,
station/water/harbor_modular.con, 87984, Bangkok Port, -3749.255, -2949.087, 2.000,
