id,node0,x_0,y_0,z_0,node1,x_1,y_1,z_1,bus,tram,track,streetType
107475, 49722, -1384.062, 5481.045, -4.851, 65650, -1352.208, 5478.166, -3.748,false,true,false,standard/country_large_old.lua,
118993, 48054, -1549.442, 5535.902, -7.598, 84346, -1469.581, 5500.473, -6.948,false,true,false,standard/country_large_old.lua,
107483, 112863, -1731.007, 5727.523, -0.252, 102951, -1682.562, 5650.495, -4.311,false,true,false,standard/country_large_old.lua,
113543, 95579, -4152.548, -4994.280, 6.623, 64318, -4069.124, -5038.597, 6.264,false,false,true,,
20274, 3257, -4149.896, -4990.041, 6.623, 100709, -4067.096, -5034.027, 6.264,false,false,true,,
113472, 85628, -4297.727, -4871.392, 4.894, 113484, -4229.200, -4938.344, 6.217,false,false,true,,
79244, 3534, -4293.984, -4868.076, 4.894, 3273, -4225.973, -4934.525, 6.217,false,false,true,,
113536, 113484, -4229.200, -4938.344, 6.217, 95579, -4152.548, -4994.280, 6.623,false,false,true,,
20071, 3273, -4225.973, -4934.525, 6.217, 3257, -4149.896, -4990.041, 6.623,false,false,true,,
75163, 23037, -4381.405, -4747.215, 1.060, 3978, -4352.591, -4791.286, 2.500,false,false,true,,
57133, 47666, -4385.590, -4749.951, 1.060, 52815, -4356.776, -4794.022, 2.500,false,false,true,,
113564, 113566, -4410.218, -4703.144, 0.550, 23037, -4381.405, -4747.215, 1.060,false,false,true,,
96462, 85058, -4439.088, -4663.603, 1.679, 100748, -4414.403, -4705.880, 0.550,false,false,true,,
53478, 100748, -4414.403, -4705.880, 0.550, 47666, -4385.590, -4749.951, 1.060,false,false,true,,
93208, 84387, -4468.951, -4592.437, 3.779, 85058, -4439.088, -4663.603, 1.679,false,false,true,,
105737, 57657, -4434.648, -4661.304, 1.679, 113566, -4410.218, -4703.144, 0.550,false,false,true,,
113541, 84016, -4464.200, -4590.879, 3.779, 57657, -4434.648, -4661.304, 1.679,false,false,true,,
113685, 52815, -4356.776, -4794.022, 2.500, 85628, -4297.727, -4871.392, 4.894,false,false,true,,
71098, 3978, -4352.591, -4791.286, 2.500, 3534, -4293.984, -4868.076, 4.894,false,false,true,,
91634, 82392, -4489.269, -4501.253, 5.964, 84387, -4468.951, -4592.437, 3.779,false,false,true,,
113477, 83033, -4484.306, -4500.645, 5.964, 84016, -4464.200, -4590.879, 3.779,false,false,true,,
89099, 80774, -4476.222, -4317.271, 7.830, 81673, -4491.630, -4408.628, 7.418,false,false,true,,
13035, 81673, -4491.630, -4408.628, 7.418, 82392, -4489.269, -4501.253, 5.964,false,false,true,,
96947, 74546, -4486.643, -4408.982, 7.418, 83033, -4484.306, -4500.645, 5.964,false,false,true,,
100305, 100977, -4471.394, -4318.574, 7.830, 74546, -4486.643, -4408.982, 7.418,false,false,true,,
92160, 93707, -4448.468, -4237.849, 6.429, 80774, -4476.222, -4317.271, 7.830,false,false,true,,
82988, 113532, -4443.888, -4239.854, 6.429, 100977, -4471.394, -4318.574, 7.830,false,false,true,,
113676, 99453, -4359.018, -4095.628, 2.750, 113563, -4381.273, -4127.512, 3.052,false,false,true,,
113608, 79654, -4422.213, -4196.234, 5.003, 54869, -4427.829, -4206.541, 5.356,false,false,true,,
113581, 100886, -4354.068, -4097.750, 2.750, 101022, -4355.482, -4099.164, 2.750,false,false,true,,
113569, 113563, -4381.273, -4127.512, 3.052, 113523, -4388.861, -4136.946, 3.257,false,false,true,,
113492, 102383, -4384.920, -4140.023, 3.259, 79654, -4422.213, -4196.234, 5.003,false,false,true,,
113459, 101022, -4355.482, -4099.164, 2.750, 113563, -4381.273, -4127.512, 3.052,false,false,true,,
112830, 97611, -4426.570, -4193.781, 5.002, 95325, -4432.248, -4204.203, 5.356,false,false,true,,
100948, 79654, -4422.213, -4196.234, 5.003, 113511, -4406.697, -4166.040, 4.038,false,false,true,,
96760, 113511, -4406.697, -4166.040, 4.038, 97611, -4426.570, -4193.781, 5.002,false,false,true,,
94015, 113511, -4406.697, -4166.040, 4.038, 113523, -4388.861, -4136.946, 3.257,false,false,true,,
92729, 102383, -4384.920, -4140.023, 3.259, 113511, -4406.697, -4166.040, 4.038,false,false,true,,
86200, 112174, -4351.947, -4102.699, 2.750, 102383, -4384.920, -4140.023, 3.259,false,false,true,,
78768, 113523, -4388.861, -4136.946, 3.257, 97611, -4426.570, -4193.781, 5.002,false,false,true,,
113679, 54869, -4427.829, -4206.541, 5.356, 113532, -4443.888, -4239.854, 6.429,false,false,true,,
92857, 95325, -4432.248, -4204.203, 5.356, 93707, -4448.468, -4237.849, 6.429,false,false,true,,
113604, 112115, -4350.533, -4101.285, 2.750, 112174, -4351.947, -4102.699, 2.750,false,false,true,,
113627, 22503, -3225.643, -5112.547, 10.724, 102655, -3181.147, -5128.683, 10.051,false,false,true,,
21031, 113593, -3227.206, -5117.296, 10.724, 112926, -3182.993, -5133.329, 10.051,false,false,true,,
113637, 21004, -3113.304, -5159.631, 8.247, 21402, -3059.932, -5190.318, 6.064,false,false,true,,
76969, 88969, -3115.607, -5164.069, 8.247, 90534, -3062.612, -5194.540, 6.064,false,false,true,,
113645, 20533, -3137.731, -5147.532, 9.013, 21004, -3113.304, -5159.631, 8.247,false,false,true,,
113628, 102655, -3181.147, -5128.683, 10.051, 20533, -3137.731, -5147.532, 9.013,false,false,true,,
100685, 112926, -3182.993, -5133.329, 10.051, 79705, -3139.866, -5152.053, 9.013,false,false,true,,
77578, 79705, -3139.866, -5152.053, 9.013, 88969, -3115.607, -5164.069, 8.247,false,false,true,,
91555, 90692, -2634.708, -5713.563, 0.079, 6426, -2557.468, -5753.056, 0.073,false,false,true,,
22269, 21340, -2690.132, -5649.168, 0.087, 21372, -2631.728, -5709.549, 0.079,false,false,true,,
3802, 21372, -2631.728, -5709.549, 0.079, 21373, -2555.957, -5748.290, 0.073,false,false,true,,
113689, 97479, -2694.244, -5652.013, 0.087, 90692, -2634.708, -5713.563, 0.079,false,false,true,,
113701, 113487, -2326.432, -5963.695, 1.791, 98230, -2374.035, -5946.134, 0.050,false,false,true,,
113481, 113493, -2324.702, -5959.004, 1.791, 93729, -2372.305, -5941.443, 0.050,false,false,true,,
91184, 91179, -2439.805, -5888.379, -1.335, 98230, -2374.035, -5946.134, 0.050,false,false,true,,
88923, 21425, -2435.696, -5885.530, -1.335, 93729, -2372.305, -5941.443, 0.050,false,false,true,,
60008, 95791, -2183.501, -6016.425, 4.350, 94792, -2181.625, -6017.117, 4.350,false,false,true,,
59492, 95791, -2183.501, -6016.425, 4.350, 91403, -2185.377, -6015.733, 4.350,false,false,true,,
113537, 107289, -2146.119, -6024.886, 4.350, 104641, -2161.130, -6019.349, 4.350,false,false,true,,
113473, 108640, -2144.243, -6025.579, 4.350, 107289, -2146.119, -6024.886, 4.350,false,false,true,,
98595, 113529, -2106.715, -6039.423, 4.350, 113616, -2104.839, -6040.116, 4.350,false,false,true,,
98594, 113529, -2106.715, -6039.423, 4.350, 113528, -2108.591, -6038.731, 4.350,false,false,true,,
98593, 113616, -2104.839, -6040.116, 4.350, 113344, -2089.827, -6045.653, 4.350,false,false,true,,
98260, 91178, -2069.187, -6053.268, 4.350, 113547, -2071.064, -6052.576, 4.350,false,false,true,,
98049, 113522, -2142.366, -6026.271, 4.350, 113524, -2127.355, -6031.809, 4.350,false,false,true,,
97848, 113547, -2071.064, -6052.576, 4.350, 113483, -2086.075, -6047.038, 4.350,false,false,true,,
97751, 113527, -2123.603, -6033.193, 4.350, 113525, -2125.479, -6032.501, 4.350,false,false,true,,
95895, 113483, -2086.075, -6047.038, 4.350, 113611, -2087.951, -6046.346, 4.350,false,false,true,,
94741, 113344, -2089.827, -6045.653, 4.350, 113611, -2087.951, -6046.346, 4.350,false,false,true,,
94713, 113610, -2067.311, -6053.960, 4.350, 113546, -2052.300, -6059.498, 4.350,false,false,true,,
94654, 91178, -2069.187, -6053.268, 4.350, 113610, -2067.311, -6053.960, 4.350,false,false,true,,
94246, 98008, -2164.883, -6017.964, 4.350, 101208, -2163.007, -6018.656, 4.350,false,false,true,,
93473, 104641, -2161.130, -6019.349, 4.350, 101208, -2163.007, -6018.656, 4.350,false,false,true,,
92640, 88288, -2054.030, -6064.189, 4.350, 83025, -2052.154, -6064.881, 4.350,false,false,true,,
92610, 45148, -2069.042, -6058.651, 4.350, 88288, -2054.030, -6064.189, 4.350,false,false,true,,
92204, 113524, -2127.355, -6031.809, 4.350, 113525, -2125.479, -6032.501, 4.350,false,false,true,,
92174, 94931, -2070.918, -6057.959, 4.350, 45148, -2069.042, -6058.651, 4.350,false,false,true,,
92060, 94931, -2070.918, -6057.959, 4.350, 93180, -2072.794, -6057.267, 4.350,false,false,true,,
92025, 93180, -2072.794, -6057.267, 4.350, 88876, -2087.805, -6051.729, 4.350,false,false,true,,
90887, 88876, -2087.805, -6051.729, 4.350, 79081, -2089.682, -6051.037, 4.350,false,false,true,,
90766, 96598, -2091.558, -6050.344, 4.350, 79081, -2089.682, -6051.037, 4.350,false,false,true,,
90245, 96088, -2106.569, -6044.807, 4.350, 96598, -2091.558, -6050.344, 4.350,false,false,true,,
89924, 57065, -2108.446, -6044.114, 4.350, 96088, -2106.569, -6044.807, 4.350,false,false,true,,
89747, 57065, -2108.446, -6044.114, 4.350, 54991, -2110.322, -6043.422, 4.350,false,false,true,,
89658, 54991, -2110.322, -6043.422, 4.350, 98388, -2125.333, -6037.884, 4.350,false,false,true,,
86491, 98388, -2125.333, -6037.884, 4.350, 47130, -2127.209, -6037.192, 4.350,false,false,true,,
84891, 46373, -2129.086, -6036.500, 4.350, 47130, -2127.209, -6037.192, 4.350,false,false,true,,
84060, 90739, -2144.097, -6030.962, 4.350, 46373, -2129.086, -6036.500, 4.350,false,false,true,,
82477, 60520, -2145.973, -6030.270, 4.350, 90739, -2144.097, -6030.962, 4.350,false,false,true,,
78573, 60520, -2145.973, -6030.270, 4.350, 37068, -2147.850, -6029.578, 4.350,false,false,true,,
74113, 37068, -2147.850, -6029.578, 4.350, 98590, -2162.861, -6024.040, 4.350,false,false,true,,
64608, 98590, -2162.861, -6024.040, 4.350, 85712, -2164.737, -6023.347, 4.350,false,false,true,,
63230, 86735, -2166.614, -6022.655, 4.350, 85712, -2164.737, -6023.347, 4.350,false,false,true,,
61370, 94792, -2181.625, -6017.117, 4.350, 86735, -2166.614, -6022.655, 4.350,false,false,true,,
45846, 113528, -2108.591, -6038.731, 4.350, 113527, -2123.603, -6033.193, 4.350,false,false,true,,
37927, 108640, -2144.243, -6025.579, 4.350, 113522, -2142.366, -6026.271, 4.350,false,false,true,,
33827, 113546, -2052.300, -6059.498, 4.350, 96797, -2050.423, -6060.190, 4.350,false,false,true,,
113699, 104251, -2278.816, -5981.261, 3.259, 113487, -2326.432, -5963.695, 1.791,false,false,true,,
113613, 96495, -2200.534, -6004.812, 4.350, 102723, -2211.738, -6000.678, 4.323,false,false,true,,
113521, 102723, -2211.738, -6000.678, 4.323, 104676, -2245.282, -5990.968, 3.965,false,false,true,,
113510, 96910, -2277.087, -5976.571, 3.259, 113493, -2324.702, -5959.004, 1.791,false,false,true,,
113466, 102723, -2211.738, -6000.678, 4.323, 96910, -2277.087, -5976.571, 3.259,false,false,true,,
113457, 104676, -2245.282, -5990.968, 3.965, 104251, -2278.816, -5981.261, 3.259,false,false,true,,
105738, 59176, -2213.469, -6005.370, 4.323, 104251, -2278.816, -5981.261, 3.259,false,false,true,,
102862, 90829, -2202.265, -6009.503, 4.350, 59176, -2213.469, -6005.370, 4.323,false,false,true,,
101365, 96910, -2277.087, -5976.571, 3.259, 104676, -2245.282, -5990.968, 3.965,false,false,true,,
98683, 104676, -2245.282, -5990.968, 3.965, 59176, -2213.469, -6005.370, 4.323,false,false,true,,
94664, 92698, -2198.658, -6005.504, 4.350, 96495, -2200.534, -6004.812, 4.350,false,false,true,,
94433, 97776, -2181.770, -6011.734, 4.350, 97907, -2179.894, -6012.426, 4.350,false,false,true,,
59367, 97744, -2183.647, -6011.042, 4.350, 92698, -2198.658, -6005.504, 4.350,false,false,true,,
58904, 91403, -2185.377, -6015.733, 4.350, 91528, -2200.388, -6010.195, 4.350,false,false,true,,
37391, 97776, -2181.770, -6011.734, 4.350, 97744, -2183.647, -6011.042, 4.350,false,false,true,,
35355, 91528, -2200.388, -6010.195, 4.350, 90829, -2202.265, -6009.503, 4.350,false,false,true,,
98589, 97907, -2179.894, -6012.426, 4.350, 98008, -2164.883, -6017.964, 4.350,false,false,true,,
113691, 74813, -2490.805, -5808.206, -0.630, 91179, -2439.805, -5888.379, -1.335,false,false,true,,
110389, 6426, -2557.468, -5753.056, 0.073, 74813, -2490.805, -5808.206, -0.630,false,false,true,,
41612, 21403, -2486.731, -5805.307, -0.630, 21425, -2435.696, -5885.530, -1.335,false,false,true,,
3443, 21373, -2555.957, -5748.290, 0.073, 21403, -2486.731, -5805.307, -0.630,false,false,true,,
113642, 22421, -2854.131, -5364.388, 0.300, 22921, -2798.803, -5425.398, 0.175,false,false,true,,
113491, 111609, -2857.507, -5368.076, 0.300, 113468, -2802.802, -5428.400, 0.175,false,false,true,,
113644, 113618, -2755.833, -5495.253, 0.120, 113636, -2726.601, -5571.185, 0.100,false,false,true,,
91280, 58080, -2731.143, -5573.500, 0.100, 97479, -2694.244, -5652.013, 0.087,false,false,true,,
75864, 62866, -2760.315, -5497.469, 0.120, 58080, -2731.143, -5573.500, 0.100,false,false,true,,
21475, 113636, -2726.601, -5571.185, 0.100, 21340, -2690.132, -5649.168, 0.087,false,false,true,,
113643, 22921, -2798.803, -5425.398, 0.175, 113618, -2755.833, -5495.253, 0.120,false,false,true,,
113531, 113468, -2802.802, -5428.400, 0.175, 62866, -2760.315, -5497.469, 0.120,false,false,true,,
113639, 21500, -2987.386, -5243.291, 1.760, 22183, -2964.362, -5263.442, 0.613,false,false,true,,
92346, 113614, -2990.594, -5247.126, 1.760, 92167, -2967.739, -5267.129, 0.613,false,false,true,,
113641, 22419, -2909.246, -5313.915, 0.457, 22421, -2854.131, -5364.388, 0.300,false,false,true,,
113479, 109792, -2912.623, -5317.603, 0.457, 111609, -2857.507, -5368.076, 0.300,false,false,true,,
113688, 92167, -2967.739, -5267.129, 0.613, 109792, -2912.623, -5317.603, 0.457,false,false,true,,
113635, 22183, -2964.362, -5263.442, 0.613, 22419, -2909.246, -5313.915, 0.457,false,false,true,,
113638, 21402, -3059.932, -5190.318, 6.064, 21500, -2987.386, -5243.291, 1.760,false,false,true,,
113603, 90534, -3062.612, -5194.540, 6.064, 113614, -2990.594, -5247.126, 1.760,false,false,true,,
112090, 64318, -4069.124, -5038.597, 6.264, 99224, -3980.280, -5070.698, 5.290,false,false,true,,
21330, 100709, -4067.096, -5034.027, 6.264, 101177, -3978.917, -5065.887, 5.290,false,false,true,,
113567, 99224, -3980.280, -5070.698, 5.290, 96566, -3887.369, -5089.981, 3.856,false,false,true,,
92194, 97332, -3889.650, -5084.624, 3.907, 22998, -3886.704, -5085.026, 3.856,false,false,true,,
21342, 101177, -3978.917, -5065.887, 5.290, 97332, -3889.650, -5084.624, 3.907,false,false,true,,
98591, 73244, -3791.743, -5095.847, 2.112, 98517, -3694.757, -5087.695, 0.212,false,false,true,,
23583, 113460, -3791.797, -5090.848, 2.112, 61753, -3695.538, -5082.756, 0.212,false,false,true,,
113686, 96566, -3887.369, -5089.981, 3.856, 73244, -3791.743, -5095.847, 2.112,false,false,true,,
99413, 22998, -3886.704, -5085.026, 3.856, 113460, -3791.797, -5090.848, 2.112,false,false,true,,
113551, 3948, -3687.528, -5081.517, 0.167, 113606, -3640.360, -5075.337, 2.286,false,false,true,,
96744, 61753, -3695.538, -5082.756, 0.212, 3948, -3687.528, -5081.517, 0.167,false,false,true,,
19969, 98517, -3694.757, -5087.695, 0.212, 113550, -3639.809, -5080.307, 2.286,false,false,true,,
113478, 113606, -3640.360, -5075.337, 2.286, 5930, -3574.455, -5069.925, 5.183,false,false,true,,
113463, 113550, -3639.809, -5080.307, 2.286, 113565, -3574.190, -5074.918, 5.183,false,false,true,,
22656, 57281, -3530.094, -5068.453, 6.820, 59281, -3458.642, -5069.916, 8.919,false,false,true,,
7080, 82674, -3530.028, -5073.452, 6.820, 85521, -3458.915, -5074.908, 8.919,false,false,true,,
90632, 113565, -3574.190, -5074.918, 5.183, 82674, -3530.028, -5073.452, 6.820,false,false,true,,
21779, 5930, -3574.455, -5069.925, 5.183, 57281, -3530.094, -5068.453, 6.820,false,false,true,,
113623, 97012, -3447.636, -5070.579, 9.182, 20434, -3393.736, -5075.599, 10.232,false,false,true,,
111332, 85521, -3458.915, -5074.908, 8.919, 97713, -3394.337, -5080.563, 10.232,false,false,true,,
22679, 59281, -3458.642, -5069.916, 8.919, 97012, -3447.636, -5070.579, 9.182,false,false,true,,
113687, 97713, -3394.337, -5080.563, 10.232, 103214, -3306.601, -5095.527, 11.047,false,false,true,,
113650, 20434, -3393.736, -5075.599, 10.232, 20625, -3305.516, -5090.646, 11.047,false,false,true,,
113626, 20681, -3279.966, -5096.734, 11.060, 22503, -3225.643, -5112.547, 10.724,false,false,true,,
101524, 113413, -3281.199, -5101.580, 11.060, 113593, -3227.206, -5117.296, 10.724,false,false,true,,
113625, 20625, -3305.516, -5090.646, 11.047, 20681, -3279.966, -5096.734, 11.060,false,false,true,,
113475, 103214, -3306.601, -5095.527, 11.047, 113413, -3281.199, -5101.580, 11.060,false,false,true,,
56245, 41905, -3005.399, -4094.478, 13.722, 56146, -2921.485, -4120.983, 25.076,false,false,false,standard/town_medium_old.lua,
34718, 41905, -3005.399, -4094.478, 13.722, 55798, -3022.870, -4180.655, 17.192,false,false,false,standard/town_medium_old.lua,
59395, 56146, -2921.485, -4120.983, 25.076, 68068, -2942.189, -4206.513, 26.357,false,false,false,standard/town_medium_old.lua,
90142, 113615, -4357.604, -4094.214, 2.750, 99453, -4359.018, -4095.628, 2.750,false,false,true,,
54417, 17925, -4443.384, -3977.753, 2.750, 36467, -4351.014, -3885.383, 2.750,false,false,false,standard/country_small_new.lua,
38118, 33356, -4358.227, -3878.170, 2.750, 36467, -4351.014, -3885.383, 2.750,false,false,false,street_depot/entrance_old.lua,
113602, 113519, -4279.822, -4030.574, 2.750, 113520, -4268.508, -4019.261, 2.750,false,false,true,,
113601, 113482, -4308.106, -4058.859, 2.750, 113512, -4296.792, -4047.545, 2.750,false,false,true,,
113600, 111629, -4255.073, -3998.755, 2.750, 111846, -4243.759, -3987.441, 2.750,false,false,true,,
113599, 96223, -4288.307, -4024.918, 2.750, 96167, -4289.722, -4026.332, 2.750,false,false,true,,
113598, 89443, -4316.591, -4053.202, 2.750, 89863, -4315.177, -4051.788, 2.750,false,false,true,,
113597, 98618, -4272.751, -4009.361, 2.750, 98386, -4274.165, -4010.776, 2.750,false,false,true,,
113596, 99150, -4261.437, -3998.048, 2.750, 98618, -4272.751, -4009.361, 2.750,false,false,true,,
113595, 102797, -4346.290, -4082.900, 2.750, 113615, -4357.604, -4094.214, 2.750,false,false,true,,
113594, 20792, -4344.876, -4081.486, 2.750, 60782, -4343.461, -4080.072, 2.750,false,false,true,,
113592, 113554, -4240.224, -3990.977, 2.750, 113556, -4238.810, -3989.562, 2.750,false,false,true,,
113591, 113553, -4251.538, -4002.290, 2.750, 113554, -4240.224, -3990.977, 2.750,false,false,true,,
113590, 60782, -4343.461, -4080.072, 2.750, 62350, -4332.148, -4068.758, 2.750,false,false,true,,
113589, 105743, -4300.328, -4044.010, 2.750, 105744, -4298.914, -4042.595, 2.750,false,false,true,,
113588, 112479, -4337.805, -4088.557, 2.750, 112517, -4336.391, -4087.143, 2.750,false,false,true,,
113587, 112479, -4337.805, -4088.557, 2.750, 112274, -4339.219, -4089.971, 2.750,false,false,true,,
113586, 113540, -4254.366, -4005.119, 2.750, 113539, -4265.680, -4016.432, 2.750,false,false,true,,
113585, 103171, -4314.470, -4058.152, 2.750, 103001, -4325.784, -4069.465, 2.750,false,false,true,,
113584, 111624, -4256.487, -4000.169, 2.750, 111231, -4257.902, -4001.583, 2.750,false,false,true,,
113583, 113552, -4252.952, -4003.705, 2.750, 113553, -4251.538, -4002.290, 2.750,false,false,true,,
113582, 111846, -4243.759, -3987.441, 2.750, 111932, -4242.345, -3986.027, 2.750,false,false,true,,
113579, 99793, -4258.609, -3995.219, 2.750, 99901, -4247.295, -3983.906, 2.750,false,false,true,,
113573, 113570, -4216.122, -3959.696, 2.754, 111932, -4242.345, -3986.027, 2.750,false,false,true,,
113571, 100411, -4245.881, -3982.491, 2.750, 113570, -4216.122, -3959.696, 2.754,false,false,true,,
113514, 113518, -4281.236, -4031.989, 2.750, 113519, -4279.822, -4030.574, 2.750,false,false,true,,
113508, 113539, -4265.680, -4016.432, 2.750, 113526, -4267.094, -4017.847, 2.750,false,false,true,,
113503, 112827, -4325.077, -4075.829, 2.750, 113461, -4323.663, -4074.415, 2.750,false,false,true,,
113502, 113512, -4296.792, -4047.545, 2.750, 113513, -4295.378, -4046.131, 2.750,false,false,true,,
113471, 95771, -4301.035, -4037.646, 2.750, 95753, -4302.449, -4039.060, 2.750,false,false,true,,
113464, 113518, -4281.236, -4031.989, 2.750, 113517, -4282.650, -4033.403, 2.750,false,false,true,,
113458, 111231, -4257.902, -4001.583, 2.750, 111015, -4269.215, -4012.897, 2.750,false,false,true,,
113456, 111624, -4256.487, -4000.169, 2.750, 111629, -4255.073, -3998.755, 2.750,false,false,true,,
113143, 112517, -4336.391, -4087.143, 2.750, 112827, -4325.077, -4075.829, 2.750,false,false,true,,
113000, 109889, -4272.044, -4015.725, 2.750, 110884, -4270.629, -4014.311, 2.750,false,false,true,,
112485, 113516, -4293.964, -4044.717, 2.750, 113513, -4295.378, -4046.131, 2.750,false,false,true,,
111684, 108903, -4284.771, -4028.453, 2.750, 107914, -4286.186, -4029.867, 2.750,false,false,true,,
111437, 105745, -4297.500, -4041.181, 2.750, 105744, -4298.914, -4042.595, 2.750,false,false,true,,
108502, 102666, -4328.612, -4072.294, 2.750, 102877, -4327.198, -4070.880, 2.750,false,false,true,,
106636, 105638, -4311.642, -4055.323, 2.750, 105743, -4300.328, -4044.010, 2.750,false,false,true,,
106371, 113474, -4309.521, -4060.273, 2.750, 113482, -4308.106, -4058.859, 2.750,false,false,true,,
105838, 108903, -4284.771, -4028.453, 2.750, 108944, -4283.357, -4027.039, 2.750,false,false,true,,
104666, 96167, -4289.722, -4026.332, 2.750, 95771, -4301.035, -4037.646, 2.750,false,false,true,,
101406, 113474, -4309.521, -4060.273, 2.750, 113467, -4310.935, -4061.687, 2.750,false,false,true,,
100061, 111015, -4269.215, -4012.897, 2.750, 110884, -4270.629, -4014.311, 2.750,false,false,true,,
98152, 112274, -4339.219, -4089.971, 2.750, 112115, -4350.533, -4101.285, 2.750,false,false,true,,
98145, 98385, -4275.579, -4012.190, 2.750, 98386, -4274.165, -4010.776, 2.750,false,false,true,,
97353, 101205, -4341.340, -4085.022, 2.750, 101058, -4342.754, -4086.436, 2.750,false,false,true,,
96985, 103001, -4325.784, -4069.465, 2.750, 102877, -4327.198, -4070.880, 2.750,false,false,true,,
96753, 99649, -4260.023, -3996.634, 2.750, 99150, -4261.437, -3998.048, 2.750,false,false,true,,
94679, 104594, -4313.056, -4056.738, 2.750, 103171, -4314.470, -4058.152, 2.750,false,false,true,,
94497, 99649, -4260.023, -3996.634, 2.750, 99793, -4258.609, -3995.219, 2.750,false,false,true,,
94229, 113552, -4252.952, -4003.705, 2.750, 113540, -4254.366, -4005.119, 2.750,false,false,true,,
93905, 85555, -4329.319, -4065.930, 2.750, 64651, -4330.734, -4067.344, 2.750,false,false,true,,
93642, 96223, -4288.307, -4024.918, 2.750, 96631, -4286.893, -4023.503, 2.750,false,false,true,,
91624, 86548, -4318.006, -4054.616, 2.750, 85555, -4329.319, -4065.930, 2.750,false,false,true,,
91088, 108944, -4283.357, -4027.039, 2.750, 109889, -4272.044, -4015.725, 2.750,false,false,true,,
87593, 89443, -4316.591, -4053.202, 2.750, 86548, -4318.006, -4054.616, 2.750,false,false,true,,
86718, 96631, -4286.893, -4023.503, 2.750, 98385, -4275.579, -4012.190, 2.750,false,false,true,,
86706, 104594, -4313.056, -4056.738, 2.750, 105638, -4311.642, -4055.323, 2.750,false,false,true,,
86095, 102573, -4339.926, -4083.607, 2.750, 102666, -4328.612, -4072.294, 2.750,false,false,true,,
85677, 20792, -4344.876, -4081.486, 2.750, 102797, -4346.290, -4082.900, 2.750,false,false,true,,
85344, 62350, -4332.148, -4068.758, 2.750, 64651, -4330.734, -4067.344, 2.750,false,false,true,,
83444, 113517, -4282.650, -4033.403, 2.750, 113516, -4293.964, -4044.717, 2.750,false,false,true,,
81929, 113467, -4310.935, -4061.687, 2.750, 113465, -4322.249, -4073.001, 2.750,false,false,true,,
81784, 101058, -4342.754, -4086.436, 2.750, 100886, -4354.068, -4097.750, 2.750,false,false,true,,
81415, 101205, -4341.340, -4085.022, 2.750, 102573, -4339.926, -4083.607, 2.750,false,false,true,,
77723, 113465, -4322.249, -4073.001, 2.750, 113461, -4323.663, -4074.415, 2.750,false,false,true,,
70865, 113520, -4268.508, -4019.261, 2.750, 113526, -4267.094, -4017.847, 2.750,false,false,true,,
